,a,b,r
37131,0.33037296629011237,0.0627408654963264,0.03796888164917456
37132,0.33037296629011237,0.06544540848640223,0.03991365415016446
37133,0.33037296629011237,-0.04919924085848315,-0.07608727487457573
37134,0.33037296629011237,-0.0473309391259672,-0.07414215138940256
37135,0.33037296629011237,-0.050557647967345354,-0.07741011413092647
37136,0.33037296629011237,-0.055741814427111236,-0.0825364571662548
37137,0.33037296629011237,-0.05572757295621633,-0.08236142139881608
37138,0.33037296629011237,-0.05171292315575904,-0.07850856621462887
37139,0.33037296629011237,-0.03939109484093317,-0.06675376244639863
37140,0.33037296629011237,-0.03468972432937778,-0.062191466867139666
37141,0.33037296629011237,-0.0069693462567896325,-0.03487453982481126
37142,0.33037296629011237,0.02603461570227017,-0.0022635774571182488
37143,0.33037296629011237,0.05785868918975101,0.029589770044238572
37144,0.33037296629011237,0.05801955469601139,0.02967731568458043
37145,0.33037296629011237,0.09458920879203148,0.0663574235185257
37146,0.33037296629011237,0.11981396739981132,0.09136449412100245
37147,0.33037296629011237,0.14788204747398104,0.11946100345406874
37148,0.33037296629011237,0.17574863102700622,0.1472745153738696
37149,0.33037296629011237,0.20301079987409865,0.17434005120805873
37150,0.33037296629011237,0.22785217110689038,0.19916859779960117
37151,0.33037296629011237,0.2532925091382221,0.22464950042951126
37152,0.33037296629011237,0.22195934117407745,0.19340343326466092
37153,0.33037296629011237,0.14342192108065,0.11503956368619783
37154,0.33037296629011237,0.20310136516939437,0.17454678070632512
37155,0.33037296629011237,0.1883361139073162,0.15993429235834444
37156,0.33037296629011237,0.2129029518827632,0.18455039640716842
37157,0.33037296629011237,0.5064269125908127,0.4826272548213647
37158,0.33037296629011237,0.6527670961279406,0.6249332669622502
37159,0.33037296629011237,0.7274717725476465,0.7072734985552444
